Year,Day ,Hours,Minutes,location-long,location-lat,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,Timestamp
2018,6/20,23,0,0.387706,36.895366,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-172-23
2018,6/21,0,0,0.387690,36.895355,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-173-0
2018,6/21,4,0,0.387680,36.895397,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-173-4
2018,6/21,8,0,0.387671,36.895328,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-173-8
2018,6/21,12,0,0.387698,36.895374,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-173-12
2018,6/21,16,0,0.387678,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-173-16
2018,6/21,20,0,0.387656,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-173-20
2018,6/21,23,0,0.387681,36.895359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-173-23
2018,6/22,0,0,0.387676,36.895347,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-174-0
2018,6/22,4,0,0.387675,36.895397,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-174-4
2018,6/22,8,0,0.387730,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-174-8
2018,6/22,12,0,0.387469,36.895957,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-174-12
2018,6/22,16,0,0.386610,36.896614,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-174-16
2018,6/22,20,0,0.386325,36.896480,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-174-20
2018,6/22,23,0,0.386354,36.896522,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-174-23
2018,6/23,0,0,0.386341,36.896480,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-175-0
2018,6/23,4,0,0.386363,36.896560,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-175-4
2018,6/23,8,0,0.386335,36.896442,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-175-8
2018,6/23,12,0,0.386618,36.896041,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-175-12
2018,6/23,16,0,0.386828,36.896663,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-175-16
2018,6/23,20,0,0.386618,36.897399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-175-20
2018,6/23,23,0,0.386634,36.897399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-175-23
2018,6/24,0,0,0.386655,36.897369,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-176-0
2018,6/24,4,0,0.386645,36.897464,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-176-4
2018,6/24,8,0,0.386633,36.897361,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-176-8
2018,6/24,12,0,0.387036,36.897541,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-176-12
2018,6/24,16,0,0.387966,36.897705,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-176-16
2018,6/24,20,0,0.387900,36.897724,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-176-20
2018,6/24,23,0,0.387973,36.897701,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-176-23
2018,6/25,0,0,0.387948,36.897701,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-177-0
2018,6/25,4,0,0.387955,36.897739,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-177-4
2018,6/25,8,0,0.387936,36.897686,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-177-8
2018,6/25,12,0,0.388055,36.897464,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-177-12
2018,6/25,16,0,0.387673,36.897159,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-177-16
2018,6/25,20,0,0.387691,36.897148,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-177-20
2018,6/25,23,0,0.387708,36.897171,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-177-23
2018,6/26,0,0,0.387696,36.897151,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-178-0
2018,6/26,4,0,0.387711,36.897171,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-178-4
2018,6/26,8,0,0.387686,36.897148,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-178-8
2018,6/26,12,0,0.387566,36.897090,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-178-12
2018,6/26,16,0,0.388275,36.897350,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-178-16
2018,6/26,20,0,0.387925,36.897235,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-178-20
2018,6/26,23,0,0.387910,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-178-23
2018,6/27,0,0,0.387933,36.897266,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-179-0
2018,6/27,4,0,0.387926,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-179-4
2018,6/27,8,0,0.387941,36.897247,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-179-8
2018,6/27,12,0,0.387943,36.897304,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-179-12
2018,6/27,16,0,0.388525,36.898025,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-179-16
2018,6/27,20,0,0.388991,36.897609,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-179-20
2018,6/27,23,0,0.389033,36.897598,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-179-23
2018,6/28,0,0,0.389023,36.897609,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-180-0
2018,6/28,4,0,0.389008,36.897636,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-180-4
2018,6/28,8,0,0.388990,36.897579,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-180-8
2018,6/28,12,0,0.388998,36.897666,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-180-12
2018,6/28,16,0,0.388680,36.897682,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-180-16
2018,6/28,20,0,0.387920,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-180-20
2018,6/28,23,0,0.387953,36.897300,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-180-23
2018,6/29,0,0,0.387938,36.897262,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-181-0
2018,6/29,4,0,0.387898,36.897285,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-181-4
2018,6/29,8,0,0.387910,36.897224,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-181-8
2018,6/29,12,0,0.387143,36.899066,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-181-12
2018,6/29,16,0,0.386658,36.898750,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-181-16
2018,6/29,20,0,0.386634,36.898761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-181-20
2018,6/29,23,0,0.386705,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-181-23
2018,6/30,0,0,0.386685,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-182-0
2018,6/30,4,0,0.386705,36.898799,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-182-4
2018,6/30,8,0,0.386691,36.898716,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-182-8
2018,6/30,12,0,0.386653,36.898780,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-182-12
2018,6/30,16,0,0.386461,36.898601,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-182-16
2018,6/30,20,0,0.386473,36.898639,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-182-20
2018,6/30,23,0,0.386485,36.898597,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-182-23
2018,7/1,0,0,0.386465,36.898597,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-183-0
2018,7/1,4,0,0.386463,36.898654,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-183-4
2018,7/1,8,0,0.386430,36.898578,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-183-8
2018,7/1,12,0,0.385913,36.898601,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-183-12
2018,7/1,16,0,0.385186,36.898571,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-183-16
2018,7/1,20,0,0.385451,36.898696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-183-20
2018,7/1,23,0,0.385475,36.898647,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-183-23
2018,7/2,0,0,0.385470,36.898635,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-184-0
2018,7/2,4,0,0.385426,36.898735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-184-4
2018,7/2,8,0,0.385466,36.898620,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-184-8
2018,7/2,12,0,0.385425,36.898742,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-184-12
2018,7/2,16,0,0.385270,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-184-16
2018,7/2,20,0,0.385280,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-184-20
2018,7/2,23,0,0.385310,36.898735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-184-23
2018,7/3,0,0,0.385280,36.898742,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-185-0
2018,7/3,4,0,0.385243,36.898723,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-185-4
2018,7/3,8,0,0.385298,36.898761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-185-8
2018,7/3,12,0,0.384585,36.899784,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-185-12
2018,7/3,16,0,0.383441,36.901050,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-185-16
2018,7/3,20,0,0.383441,36.901077,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-185-20
2018,7/3,23,0,0.383483,36.901023,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-185-23
2018,7/4,0,0,0.383470,36.901031,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-186-0
2018,7/4,4,0,0.383420,36.901042,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-186-4
2018,7/4,8,0,0.383468,36.901001,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-186-8
2018,7/4,12,0,0.383358,36.901096,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-186-12
2018,7/4,16,0,0.383576,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-186-16
2018,7/4,20,0,0.383571,36.901107,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-186-20
2018,7/4,23,0,0.383590,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-186-23
2018,7/5,0,0,0.383591,36.901126,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-187-0
2018,7/5,4,0,0.383575,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-187-4
2018,7/5,8,0,0.383629,36.901058,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-187-8
2018,7/5,12,0,0.383533,36.901138,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-187-12
2018,7/5,16,0,0.383643,36.901172,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-187-16
2018,7/5,20,0,0.383838,36.901138,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-187-20
2018,7/5,23,0,0.383781,36.901165,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-187-23
2018,7/6,0,0,0.383800,36.901191,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-188-0
2018,7/6,4,0,0.383796,36.901088,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-188-4
2018,7/6,8,0,0.383856,36.901184,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-188-8
2018,7/6,12,0,0.383821,36.901210,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-188-12
2018,7/6,16,0,0.385090,36.902240,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-188-16
2018,7/6,20,0,0.384981,36.902492,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-188-20
2018,7/6,23,0,0.384953,36.902481,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-188-23
2018,7/7,0,0,0.384993,36.902549,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-189-0
2018,7/7,4,0,0.384978,36.902507,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-189-4
2018,7/7,8,0,0.385008,36.902519,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-189-8
2018,7/7,12,0,0.385025,36.902538,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-189-12
2018,7/7,16,0,0.384698,36.902359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-189-16
2018,7/7,20,0,0.384691,36.902320,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-189-20
2018,7/7,23,0,0.384680,36.902309,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-189-23
2018,7/8,0,0,0.384690,36.902320,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-190-0
2018,7/8,4,0,0.384721,36.902359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-190-4
2018,7/8,8,0,0.384636,36.902290,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-190-8
2018,7/8,12,0,0.384709,36.902328,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-190-12
2018,7/8,16,0,0.384606,36.902088,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-190-16
2018,7/8,20,0,0.384620,36.902072,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-190-20
2018,7/8,23,0,0.384636,36.902080,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-190-23
2018,7/9,0,0,0.384628,36.902099,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-191-0
2018,7/9,4,0,0.384575,36.902080,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-191-4
2018,7/9,8,0,0.384613,36.902053,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-191-8
2018,7/9,12,0,0.384354,36.902263,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-191-12
2018,7/9,16,0,0.383995,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-191-16
2018,7/9,20,0,0.383983,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-191-20
2018,7/9,23,0,0.383996,36.905387,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-191-23
2018,7/10,0,0,0.384016,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-192-0
2018,7/10,4,0,0.384045,36.905502,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-192-4
2018,7/10,8,0,0.383973,36.905349,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-192-8
2018,7/10,12,0,0.384781,36.905406,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-192-12
2018,7/10,16,0,0.385356,36.905754,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-192-16
2018,7/10,20,0,0.385266,36.905750,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-192-20
2018,7/10,23,0,0.385316,36.905761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-192-23
2018,7/11,0,0,0.385311,36.905696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-193-0
2018,7/11,4,0,0.385318,36.905769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-193-4
2018,7/11,8,0,0.385338,36.905723,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-193-8
2018,7/11,12,0,0.385246,36.905712,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-193-12
2018,7/11,16,0,0.385245,36.905754,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-193-16
2018,7/11,20,0,0.385155,36.905883,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-193-20
2018,7/11,23,0,0.385245,36.905780,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-193-23
2018,7/12,0,0,0.385193,36.905773,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-194-0
2018,7/12,4,0,0.385208,36.905792,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-194-4
2018,7/12,8,0,0.385193,36.905696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-194-8
2018,7/12,12,0,0.384898,36.905658,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-194-12
2018,7/12,16,0,0.385076,36.905181,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-194-16
2018,7/12,20,0,0.385078,36.905265,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-194-20
2018,7/12,23,0,0.385080,36.905200,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-194-23
2018,7/13,0,0,0.385098,36.905200,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-195-0
2018,7/13,4,0,0.385088,36.905200,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-195-4
2018,7/13,8,0,0.385085,36.905181,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-195-8
2018,7/13,12,0,0.385914,36.905780,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-195-12
2018,7/13,16,0,0.389091,36.910789,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-195-16
2018,7/13,20,0,0.387701,36.911399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-195-20
2018,7/13,23,0,0.387711,36.911388,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-195-23
2018,7/14,0,0,0.387693,36.911399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-196-0
2018,7/14,4,0,0.387685,36.911376,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-196-4
2018,7/14,8,0,0.387743,36.911415,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-196-8
2018,7/14,12,0,0.387300,36.912151,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-196-12
2018,7/14,16,0,0.386381,36.912826,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-196-16
2018,7/14,20,0,0.386411,36.912838,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-196-20
2018,7/14,23,0,0.386408,36.912788,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-196-23
2018,7/15,0,0,0.386365,36.912830,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-197-0
2018,7/15,4,0,0.386368,36.912849,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-197-4
2018,7/15,8,0,0.386440,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-197-8
2018,7/15,12,0,0.386366,36.912826,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-197-12
2018,7/15,16,0,0.386398,36.912933,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-197-16
2018,7/15,20,0,0.386440,36.912845,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-197-20
2018,7/15,23,0,0.386421,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-197-23
2018,7/16,0,0,0.386376,36.912902,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-198-0
2018,7/16,4,0,0.386398,36.912895,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-198-4
2018,7/16,8,0,0.386466,36.912876,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-198-8
2018,7/16,12,0,0.386336,36.912818,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-198-12
2018,7/16,16,0,0.386391,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-198-16
2018,7/16,20,0,0.386338,36.912914,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-198-20
2018,7/16,23,0,0.386374,36.912895,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-198-23
2018,7/17,0,0,0.386374,36.912906,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-199-0
2018,7/17,4,0,0.386376,36.912902,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,2018-199-4
