Year,Day ,Date,Hours,Time,location-long,location-lat,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18,170,2018-07-17,0,0:00:00,0.388051,36.895652,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,170,2018-07-18,4,4:00:00,0.388075,36.895664,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,170,2018-07-19,8,8:00:00,0.388083,36.895679,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,170,2018-07-20,12,12:00:00,0.388258,36.89529,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,170,2018-07-21,16,16:00:00,0.38803,36.895336,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,170,2018-07-22,20,20:00:00,0.38764,36.894966,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,170,2018-07-23,23,23:00:00,0.387666,36.894947,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,2018-07-24,0,0:00:00,0.387646,36.89487,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,2018-07-25,4,4:00:00,0.387656,36.894996,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,2018-07-26,8,8:00:00,0.38769,36.894859,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,2018-07-27,12,12:00:00,0.387855,36.894958,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,2018-07-28,16,16:00:00,0.387548,36.895309,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,2018-07-29,20,20:00:00,0.387599,36.895393,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,2018-07-30,23,23:00:00,0.387601,36.895355,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,2018-07-31,0,0:00:00,0.387593,36.895339,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,2018-08-01,4,4:00:00,0.387646,36.895469,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,2018-08-02,8,8:00:00,0.387526,36.895393,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,2018-08-03,12,12:00:00,0.387468,36.895469,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,2018-08-04,16,16:00:00,0.387693,36.895336,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,2018-08-05,20,20:00:00,0.38765,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,2018-08-06,23,23:00:00,0.387706,36.895366,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,2018-08-07,0,0:00:00,0.38769,36.895355,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,2018-08-08,4,4:00:00,0.38768,36.895397,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,2018-08-09,8,8:00:00,0.387671,36.895328,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,2018-08-10,12,12:00:00,0.387698,36.895374,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,2018-08-11,16,16:00:00,0.387678,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,2018-08-12,20,20:00:00,0.387656,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,2018-08-13,23,23:00:00,0.387681,36.895359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,2018-08-14,0,0:00:00,0.387676,36.895347,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,2018-08-15,4,4:00:00,0.387675,36.895397,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,2018-08-16,8,8:00:00,0.38773,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,2018-08-17,12,12:00:00,0.387469,36.895957,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,2018-08-18,16,16:00:00,0.38661,36.896614,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,2018-08-19,20,20:00:00,0.386325,36.89648,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,2018-08-20,23,23:00:00,0.386354,36.896522,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,2018-08-21,0,0:00:00,0.386341,36.89648,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,2018-08-22,4,4:00:00,0.386363,36.89656,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,2018-08-23,8,8:00:00,0.386335,36.896442,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,2018-08-24,12,12:00:00,0.386618,36.896041,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,2018-08-25,16,16:00:00,0.386828,36.896663,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,2018-08-26,20,20:00:00,0.386618,36.897399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,2018-08-27,23,23:00:00,0.386634,36.897399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,2018-08-28,0,0:00:00,0.386655,36.897369,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,2018-08-29,4,4:00:00,0.386645,36.897464,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,2018-08-30,8,8:00:00,0.386633,36.897361,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,2018-08-31,12,12:00:00,0.387036,36.897541,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,2018-09-01,16,16:00:00,0.387966,36.897705,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,2018-09-02,20,20:00:00,0.3879,36.897724,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,2018-09-03,23,23:00:00,0.387973,36.897701,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,2018-09-04,0,0:00:00,0.387948,36.897701,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,2018-09-05,4,4:00:00,0.387955,36.897739,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,2018-09-06,8,8:00:00,0.387936,36.897686,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,2018-09-07,12,12:00:00,0.388055,36.897464,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,2018-09-08,16,16:00:00,0.387673,36.897159,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,2018-09-09,20,20:00:00,0.387691,36.897148,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,2018-09-10,23,23:00:00,0.387708,36.897171,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,2018-09-11,0,0:00:00,0.387696,36.897151,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,2018-09-12,4,4:00:00,0.387711,36.897171,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,2018-09-13,8,8:00:00,0.387686,36.897148,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,2018-09-14,12,12:00:00,0.387566,36.89709,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,2018-09-15,16,16:00:00,0.388275,36.89735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,2018-09-16,20,20:00:00,0.387925,36.897235,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,2018-09-17,23,23:00:00,0.38791,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,2018-09-18,0,0:00:00,0.387933,36.897266,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,2018-09-19,4,4:00:00,0.387926,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,2018-09-20,8,8:00:00,0.387941,36.897247,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,2018-09-21,12,12:00:00,0.387943,36.897304,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,2018-09-22,16,16:00:00,0.388525,36.898025,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,2018-09-23,20,20:00:00,0.388991,36.897609,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,2018-09-24,23,23:00:00,0.389033,36.897598,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,2018-09-25,0,0:00:00,0.389023,36.897609,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,2018-09-26,4,4:00:00,0.389008,36.897636,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,2018-09-27,8,8:00:00,0.38899,36.897579,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,2018-09-28,12,12:00:00,0.388998,36.897666,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,2018-09-29,16,16:00:00,0.38868,36.897682,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,2018-09-30,20,20:00:00,0.38792,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,2018-10-01,23,23:00:00,0.387953,36.8973,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,2018-10-02,0,0:00:00,0.387938,36.897262,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,2018-10-03,4,4:00:00,0.387898,36.897285,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,2018-10-04,8,8:00:00,0.38791,36.897224,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,2018-10-05,12,12:00:00,0.387143,36.899066,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,2018-10-06,16,16:00:00,0.386658,36.89875,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,2018-10-07,20,20:00:00,0.386634,36.898761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,2018-10-08,23,23:00:00,0.386705,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,2018-10-09,0,0:00:00,0.386685,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,2018-10-10,4,4:00:00,0.386705,36.898799,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,2018-10-11,8,8:00:00,0.386691,36.898716,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,2018-10-12,12,12:00:00,0.386653,36.89878,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,2018-10-13,16,16:00:00,0.386461,36.898601,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,2018-10-14,20,20:00:00,0.386473,36.898639,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,2018-10-15,23,23:00:00,0.386485,36.898597,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,2018-10-16,0,0:00:00,0.386465,36.898597,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,2018-10-17,4,4:00:00,0.386463,36.898654,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,2018-10-18,8,8:00:00,0.38643,36.898578,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,2018-10-19,12,12:00:00,0.385913,36.898601,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,2018-10-20,16,16:00:00,0.385186,36.898571,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,2018-10-21,20,20:00:00,0.385451,36.898696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,2018-10-22,23,23:00:00,0.385475,36.898647,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,2018-10-23,0,0:00:00,0.38547,36.898635,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,2018-10-24,4,4:00:00,0.385426,36.898735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,2018-10-25,8,8:00:00,0.385466,36.89862,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,2018-10-26,12,12:00:00,0.385425,36.898742,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,2018-10-27,16,16:00:00,0.38527,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,2018-10-28,20,20:00:00,0.38528,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,2018-10-29,23,23:00:00,0.38531,36.898735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,2018-10-30,0,0:00:00,0.38528,36.898742,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,2018-10-31,4,4:00:00,0.385243,36.898723,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,2018-11-01,8,8:00:00,0.385298,36.898761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,2018-11-02,12,12:00:00,0.384585,36.899784,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,2018-11-03,16,16:00:00,0.383441,36.90105,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,2018-11-04,20,20:00:00,0.383441,36.901077,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,2018-11-05,23,23:00:00,0.383483,36.901023,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,2018-11-06,0,0:00:00,0.38347,36.901031,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,2018-11-07,4,4:00:00,0.38342,36.901042,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,2018-11-08,8,8:00:00,0.383468,36.901001,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,2018-11-09,12,12:00:00,0.383358,36.901096,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,2018-11-10,16,16:00:00,0.383576,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,2018-11-11,20,20:00:00,0.383571,36.901107,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,2018-11-12,23,23:00:00,0.38359,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,2018-11-13,0,0:00:00,0.383591,36.901126,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,2018-11-14,4,4:00:00,0.383575,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,2018-11-15,8,8:00:00,0.383629,36.901058,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,2018-11-16,12,12:00:00,0.383533,36.901138,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,2018-11-17,16,16:00:00,0.383643,36.901172,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,2018-11-18,20,20:00:00,0.383838,36.901138,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,2018-11-19,23,23:00:00,0.383781,36.901165,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,2018-11-20,0,0:00:00,0.3838,36.901191,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,2018-11-21,4,4:00:00,0.383796,36.901088,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,2018-11-22,8,8:00:00,0.383856,36.901184,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,2018-11-23,12,12:00:00,0.383821,36.90121,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,2018-11-24,16,16:00:00,0.38509,36.90224,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,2018-11-25,20,20:00:00,0.384981,36.902492,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,2018-11-26,23,23:00:00,0.384953,36.902481,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,2018-11-27,0,0:00:00,0.384993,36.902549,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,2018-11-28,4,4:00:00,0.384978,36.902507,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,2018-11-29,8,8:00:00,0.385008,36.902519,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,2018-11-30,12,12:00:00,0.385025,36.902538,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,2018-12-01,16,16:00:00,0.384698,36.902359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,2018-12-02,20,20:00:00,0.384691,36.90232,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,2018-12-03,23,23:00:00,0.38468,36.902309,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,2018-12-04,0,0:00:00,0.38469,36.90232,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,2018-12-05,4,4:00:00,0.384721,36.902359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,2018-12-06,8,8:00:00,0.384636,36.90229,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,2018-12-07,12,12:00:00,0.384709,36.902328,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,2018-12-08,16,16:00:00,0.384606,36.902088,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,2018-12-09,20,20:00:00,0.38462,36.902072,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,2018-12-10,23,23:00:00,0.384636,36.90208,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,2018-12-11,0,0:00:00,0.384628,36.902099,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,2018-12-12,4,4:00:00,0.384575,36.90208,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,2018-12-13,8,8:00:00,0.384613,36.902053,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,2018-12-14,12,12:00:00,0.384354,36.902263,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,2018-12-15,16,16:00:00,0.383995,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,2018-12-16,20,20:00:00,0.383983,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,2018-12-17,23,23:00:00,0.383996,36.905387,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,2018-12-18,0,0:00:00,0.384016,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,2018-12-19,4,4:00:00,0.384045,36.905502,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,2018-12-20,8,8:00:00,0.383973,36.905349,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,2018-12-21,12,12:00:00,0.384781,36.905406,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,2018-12-22,16,16:00:00,0.385356,36.905754,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,2018-12-23,20,20:00:00,0.385266,36.90575,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,2018-12-24,23,23:00:00,0.385316,36.905761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,2018-12-25,0,0:00:00,0.385311,36.905696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,2018-12-26,4,4:00:00,0.385318,36.905769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,2018-12-27,8,8:00:00,0.385338,36.905723,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,2018-12-28,12,12:00:00,0.385246,36.905712,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,2018-12-29,16,16:00:00,0.385245,36.905754,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,2018-12-30,20,20:00:00,0.385155,36.905883,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,2018-12-31,23,23:00:00,0.385245,36.90578,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,2019-01-01,0,0:00:00,0.385193,36.905773,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,2019-01-02,4,4:00:00,0.385208,36.905792,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,2019-01-03,8,8:00:00,0.385193,36.905696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,2019-01-04,12,12:00:00,0.384898,36.905658,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,2019-01-05,16,16:00:00,0.385076,36.905181,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,2019-01-06,20,20:00:00,0.385078,36.905265,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,2019-01-07,23,23:00:00,0.38508,36.9052,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,2019-01-08,0,0:00:00,0.385098,36.9052,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,2019-01-09,4,4:00:00,0.385088,36.9052,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,2019-01-10,8,8:00:00,0.385085,36.905181,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,2019-01-11,12,12:00:00,0.385914,36.90578,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,2019-01-12,16,16:00:00,0.389091,36.910789,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,2019-01-13,20,20:00:00,0.387701,36.911399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,2019-01-14,23,23:00:00,0.387711,36.911388,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,2019-01-15,0,0:00:00,0.387693,36.911399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,2019-01-16,4,4:00:00,0.387685,36.911376,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,2019-01-17,8,8:00:00,0.387743,36.911415,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,2019-01-18,12,12:00:00,0.3873,36.912151,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,2019-01-19,16,16:00:00,0.386381,36.912826,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,2019-01-20,20,20:00:00,0.386411,36.912838,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,2019-01-21,23,23:00:00,0.386408,36.912788,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,2019-01-22,0,0:00:00,0.386365,36.91283,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,2019-01-23,4,4:00:00,0.386368,36.912849,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,2019-01-24,8,8:00:00,0.38644,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,2019-01-25,12,12:00:00,0.386366,36.912826,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,2019-01-26,16,16:00:00,0.386398,36.912933,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,2019-01-27,20,20:00:00,0.38644,36.912845,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,2019-01-28,23,23:00:00,0.386421,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2019-01-29,0,0:00:00,0.386376,36.912902,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2019-01-30,4,4:00:00,0.386398,36.912895,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2019-01-31,8,8:00:00,0.386466,36.912876,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2019-02-01,12,12:00:00,0.386336,36.912818,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2019-02-02,16,16:00:00,0.386391,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2019-02-03,20,20:00:00,0.386338,36.912914,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
