Year,Day ,Date,Hours,Time,location-long,location-lat,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18,170,7/22/18,20,20:00:00,0.38764,36.894966,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,170,7/23/18,23,23:00:00,0.387666,36.894947,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,7/24/18,0,0:00:00,0.387646,36.89487,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,7/25/18,4,4:00:00,0.387656,36.894996,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,7/26/18,8,8:00:00,0.38769,36.894859,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,7/27/18,12,12:00:00,0.387855,36.894958,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,7/28/18,16,16:00:00,0.387548,36.895309,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,7/29/18,20,20:00:00,0.387599,36.895393,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,171,7/30/18,23,23:00:00,0.387601,36.895355,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,7/31/18,0,0:00:00,0.387593,36.895339,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,8/1/18,4,4:00:00,0.387646,36.895469,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,8/2/18,8,8:00:00,0.387526,36.895393,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,8/3/18,12,12:00:00,0.387468,36.895469,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,8/4/18,16,16:00:00,0.387693,36.895336,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,8/5/18,20,20:00:00,0.38765,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,172,8/6/18,23,23:00:00,0.387706,36.895366,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,8/7/18,0,0:00:00,0.38769,36.895355,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,8/8/18,4,4:00:00,0.38768,36.895397,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,8/9/18,8,8:00:00,0.387671,36.895328,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,8/10/18,12,12:00:00,0.387698,36.895374,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,8/11/18,16,16:00:00,0.387678,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,8/12/18,20,20:00:00,0.387656,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,173,8/13/18,23,23:00:00,0.387681,36.895359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,8/14/18,0,0:00:00,0.387676,36.895347,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,8/15/18,4,4:00:00,0.387675,36.895397,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,8/16/18,8,8:00:00,0.38773,36.895378,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,8/17/18,12,12:00:00,0.387469,36.895957,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,8/18/18,16,16:00:00,0.38661,36.896614,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,8/19/18,20,20:00:00,0.386325,36.89648,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,174,8/20/18,23,23:00:00,0.386354,36.896522,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,8/21/18,0,0:00:00,0.386341,36.89648,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,8/22/18,4,4:00:00,0.386363,36.89656,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,8/23/18,8,8:00:00,0.386335,36.896442,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,8/24/18,12,12:00:00,0.386618,36.896041,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,8/25/18,16,16:00:00,0.386828,36.896663,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,8/26/18,20,20:00:00,0.386618,36.897399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,175,8/27/18,23,23:00:00,0.386634,36.897399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,8/28/18,0,0:00:00,0.386655,36.897369,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,8/29/18,4,4:00:00,0.386645,36.897464,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,8/30/18,8,8:00:00,0.386633,36.897361,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,8/31/18,12,12:00:00,0.387036,36.897541,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,9/1/18,16,16:00:00,0.387966,36.897705,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,9/2/18,20,20:00:00,0.3879,36.897724,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,176,9/3/18,23,23:00:00,0.387973,36.897701,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,9/4/18,0,0:00:00,0.387948,36.897701,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,9/5/18,4,4:00:00,0.387955,36.897739,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,9/6/18,8,8:00:00,0.387936,36.897686,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,9/7/18,12,12:00:00,0.388055,36.897464,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,9/8/18,16,16:00:00,0.387673,36.897159,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,9/9/18,20,20:00:00,0.387691,36.897148,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,177,9/10/18,23,23:00:00,0.387708,36.897171,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,9/11/18,0,0:00:00,0.387696,36.897151,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,9/12/18,4,4:00:00,0.387711,36.897171,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,9/13/18,8,8:00:00,0.387686,36.897148,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,9/14/18,12,12:00:00,0.387566,36.89709,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,9/15/18,16,16:00:00,0.388275,36.89735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,9/16/18,20,20:00:00,0.387925,36.897235,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,178,9/17/18,23,23:00:00,0.38791,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,9/18/18,0,0:00:00,0.387933,36.897266,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,9/19/18,4,4:00:00,0.387926,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,9/20/18,8,8:00:00,0.387941,36.897247,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,9/21/18,12,12:00:00,0.387943,36.897304,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,9/22/18,16,16:00:00,0.388525,36.898025,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,9/23/18,20,20:00:00,0.388991,36.897609,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,179,9/24/18,23,23:00:00,0.389033,36.897598,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,9/25/18,0,0:00:00,0.389023,36.897609,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,9/26/18,4,4:00:00,0.389008,36.897636,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,9/27/18,8,8:00:00,0.38899,36.897579,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,9/28/18,12,12:00:00,0.388998,36.897666,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,9/29/18,16,16:00:00,0.38868,36.897682,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,9/30/18,20,20:00:00,0.38792,36.897281,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,180,10/1/18,23,23:00:00,0.387953,36.8973,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,10/2/18,0,0:00:00,0.387938,36.897262,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,10/3/18,4,4:00:00,0.387898,36.897285,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,10/4/18,8,8:00:00,0.38791,36.897224,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,10/5/18,12,12:00:00,0.387143,36.899066,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,10/6/18,16,16:00:00,0.386658,36.89875,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,10/7/18,20,20:00:00,0.386634,36.898761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,181,10/8/18,23,23:00:00,0.386705,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,10/9/18,0,0:00:00,0.386685,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,10/10/18,4,4:00:00,0.386705,36.898799,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,10/11/18,8,8:00:00,0.386691,36.898716,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,10/12/18,12,12:00:00,0.386653,36.89878,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,10/13/18,16,16:00:00,0.386461,36.898601,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,10/14/18,20,20:00:00,0.386473,36.898639,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,182,10/15/18,23,23:00:00,0.386485,36.898597,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,10/16/18,0,0:00:00,0.386465,36.898597,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,10/17/18,4,4:00:00,0.386463,36.898654,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,10/18/18,8,8:00:00,0.38643,36.898578,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,10/19/18,12,12:00:00,0.385913,36.898601,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,10/20/18,16,16:00:00,0.385186,36.898571,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,10/21/18,20,20:00:00,0.385451,36.898696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,183,10/22/18,23,23:00:00,0.385475,36.898647,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,10/23/18,0,0:00:00,0.38547,36.898635,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,10/24/18,4,4:00:00,0.385426,36.898735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,10/25/18,8,8:00:00,0.385466,36.89862,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,10/26/18,12,12:00:00,0.385425,36.898742,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,10/27/18,16,16:00:00,0.38527,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,10/28/18,20,20:00:00,0.38528,36.898769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,184,10/29/18,23,23:00:00,0.38531,36.898735,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,10/30/18,0,0:00:00,0.38528,36.898742,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,10/31/18,4,4:00:00,0.385243,36.898723,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,11/1/18,8,8:00:00,0.385298,36.898761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,11/2/18,12,12:00:00,0.384585,36.899784,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,11/3/18,16,16:00:00,0.383441,36.90105,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,11/4/18,20,20:00:00,0.383441,36.901077,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,185,11/5/18,23,23:00:00,0.383483,36.901023,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,11/6/18,0,0:00:00,0.38347,36.901031,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,11/7/18,4,4:00:00,0.38342,36.901042,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,11/8/18,8,8:00:00,0.383468,36.901001,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,11/9/18,12,12:00:00,0.383358,36.901096,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,11/10/18,16,16:00:00,0.383576,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,11/11/18,20,20:00:00,0.383571,36.901107,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,186,11/12/18,23,23:00:00,0.38359,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,11/13/18,0,0:00:00,0.383591,36.901126,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,11/14/18,4,4:00:00,0.383575,36.901115,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,11/15/18,8,8:00:00,0.383629,36.901058,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,11/16/18,12,12:00:00,0.383533,36.901138,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,11/17/18,16,16:00:00,0.383643,36.901172,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,11/18/18,20,20:00:00,0.383838,36.901138,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,187,11/19/18,23,23:00:00,0.383781,36.901165,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,11/20/18,0,0:00:00,0.3838,36.901191,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,11/21/18,4,4:00:00,0.383796,36.901088,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,11/22/18,8,8:00:00,0.383856,36.901184,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,11/23/18,12,12:00:00,0.383821,36.90121,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,11/24/18,16,16:00:00,0.38509,36.90224,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,11/25/18,20,20:00:00,0.384981,36.902492,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,188,11/26/18,23,23:00:00,0.384953,36.902481,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,11/27/18,0,0:00:00,0.384993,36.902549,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,11/28/18,4,4:00:00,0.384978,36.902507,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,11/29/18,8,8:00:00,0.385008,36.902519,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,11/30/18,12,12:00:00,0.385025,36.902538,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,12/1/18,16,16:00:00,0.384698,36.902359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,12/2/18,20,20:00:00,0.384691,36.90232,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,189,12/3/18,23,23:00:00,0.38468,36.902309,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,12/4/18,0,0:00:00,0.38469,36.90232,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,12/5/18,4,4:00:00,0.384721,36.902359,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,12/6/18,8,8:00:00,0.384636,36.90229,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,12/7/18,12,12:00:00,0.384709,36.902328,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,12/8/18,16,16:00:00,0.384606,36.902088,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,12/9/18,20,20:00:00,0.38462,36.902072,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,190,12/10/18,23,23:00:00,0.384636,36.90208,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,12/11/18,0,0:00:00,0.384628,36.902099,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,12/12/18,4,4:00:00,0.384575,36.90208,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,12/13/18,8,8:00:00,0.384613,36.902053,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,12/14/18,12,12:00:00,0.384354,36.902263,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,12/15/18,16,16:00:00,0.383995,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,12/16/18,20,20:00:00,0.383983,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,191,12/17/18,23,23:00:00,0.383996,36.905387,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,12/18/18,0,0:00:00,0.384016,36.905399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,12/19/18,4,4:00:00,0.384045,36.905502,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,12/20/18,8,8:00:00,0.383973,36.905349,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,12/21/18,12,12:00:00,0.384781,36.905406,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,12/22/18,16,16:00:00,0.385356,36.905754,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,12/23/18,20,20:00:00,0.385266,36.90575,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,192,12/24/18,23,23:00:00,0.385316,36.905761,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,12/25/18,0,0:00:00,0.385311,36.905696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,12/26/18,4,4:00:00,0.385318,36.905769,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,12/27/18,8,8:00:00,0.385338,36.905723,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,12/28/18,12,12:00:00,0.385246,36.905712,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,12/29/18,16,16:00:00,0.385245,36.905754,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,12/30/18,20,20:00:00,0.385155,36.905883,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,193,12/31/18,23,23:00:00,0.385245,36.90578,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,1/1/19,0,0:00:00,0.385193,36.905773,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,1/2/19,4,4:00:00,0.385208,36.905792,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,1/3/19,8,8:00:00,0.385193,36.905696,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,1/4/19,12,12:00:00,0.384898,36.905658,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,1/5/19,16,16:00:00,0.385076,36.905181,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,1/6/19,20,20:00:00,0.385078,36.905265,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,194,1/7/19,23,23:00:00,0.38508,36.9052,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,1/8/19,0,0:00:00,0.385098,36.9052,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,1/9/19,4,4:00:00,0.385088,36.9052,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,1/10/19,8,8:00:00,0.385085,36.905181,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,1/11/19,12,12:00:00,0.385914,36.90578,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,1/12/19,16,16:00:00,0.389091,36.910789,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,1/13/19,20,20:00:00,0.387701,36.911399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,195,1/14/19,23,23:00:00,0.387711,36.911388,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,1/15/19,0,0:00:00,0.387693,36.911399,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,1/16/19,4,4:00:00,0.387685,36.911376,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,1/17/19,8,8:00:00,0.387743,36.911415,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,1/18/19,12,12:00:00,0.3873,36.912151,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,1/19/19,16,16:00:00,0.386381,36.912826,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,1/20/19,20,20:00:00,0.386411,36.912838,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,196,1/21/19,23,23:00:00,0.386408,36.912788,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,1/22/19,0,0:00:00,0.386365,36.91283,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,1/23/19,4,4:00:00,0.386368,36.912849,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,1/24/19,8,8:00:00,0.38644,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,1/25/19,12,12:00:00,0.386366,36.912826,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,1/26/19,16,16:00:00,0.386398,36.912933,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,1/27/19,20,20:00:00,0.38644,36.912845,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,197,1/28/19,23,23:00:00,0.386421,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,1/29/19,0,0:00:00,0.386376,36.912902,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,1/30/19,4,4:00:00,0.386398,36.912895,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,1/31/19,8,8:00:00,0.386466,36.912876,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2/1/19,12,12:00:00,0.386336,36.912818,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2/2/19,16,16:00:00,0.386391,36.912857,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2/3/19,20,20:00:00,0.386338,36.912914,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,198,2/4/19,23,23:00:00,0.386374,36.912895,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,199,2/5/19,0,0:00:00,0.386374,36.912906,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
18,199,2/6/19,4,4:00:00,0.386376,36.912902,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis
