event-id,Year,Day ,Hours,timestamp ,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp,,,,,,,,,,,,
,18,169,8,181698,0.387483,36.895397,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,169,12,1816912,0.388055,36.895664,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,169,16,1816916,0.388040,36.895671,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,169,20,1816920,0.388071,36.895626,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,169,23,1816923,0.388073,36.895641,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,170,0,181700,0.388051,36.895652,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,170,4,181704,0.388075,36.895664,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,170,8,181708,0.388083,36.895679,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,170,12,1817012,0.388258,36.895290,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,170,16,1817016,0.388030,36.895336,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,170,20,1817020,0.387640,36.894966,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,170,23,1817023,0.387666,36.894947,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,171,0,181710,0.387646,36.894870,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,171,4,181714,0.387656,36.894996,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,171,8,181718,0.387690,36.894859,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,171,12,1817112,0.387855,36.894958,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,171,16,1817116,0.387548,36.895309,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,171,20,1817120,0.387599,36.895393,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,171,23,1817123,0.387601,36.895355,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,172,0,181720,0.387593,36.895339,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,172,4,181724,0.387646,36.895469,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,172,8,181728,0.387526,36.895393,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,172,12,1817212,0.387468,36.895469,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,172,16,1817216,0.387693,36.895336,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,172,20,1817220,0.387650,36.895378,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,172,23,1817223,0.387706,36.895366,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,173,0,181730,0.387690,36.895355,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,173,4,181734,0.387680,36.895397,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,173,8,181738,0.387671,36.895328,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,173,12,1817312,0.387698,36.895374,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,173,16,1817316,0.387678,36.895378,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,173,20,1817320,0.387656,36.895378,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,173,23,1817323,0.387681,36.895359,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,174,0,181740,0.387676,36.895347,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,174,4,181744,0.387675,36.895397,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,174,8,181748,0.387730,36.895378,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,174,12,1817412,0.387469,36.895957,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,174,16,1817416,0.386610,36.896614,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,174,20,1817420,0.386325,36.896480,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,174,23,1817423,0.386354,36.896522,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,175,0,181750,0.386341,36.896480,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,175,4,181754,0.386363,36.896560,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,175,8,181758,0.386335,36.896442,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,175,12,1817512,0.386618,36.896041,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,175,16,1817516,0.386828,36.896663,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,175,20,1817520,0.386618,36.897399,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,175,23,1817523,0.386634,36.897399,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,176,0,181760,0.386655,36.897369,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,176,4,181764,0.386645,36.897464,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,176,8,181768,0.386633,36.897361,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,176,12,1817612,0.387036,36.897541,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,176,16,1817616,0.387966,36.897705,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,176,20,1817620,0.387900,36.897724,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,176,23,1817623,0.387973,36.897701,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,177,0,181770,0.387948,36.897701,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,177,4,181774,0.387955,36.897739,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,177,8,181778,0.387936,36.897686,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,177,12,1817712,0.388055,36.897464,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,177,16,1817716,0.387673,36.897159,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,177,20,1817720,0.387691,36.897148,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,177,23,1817723,0.387708,36.897171,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,178,0,181780,0.387696,36.897151,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,178,4,181784,0.387711,36.897171,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,178,8,181788,0.387686,36.897148,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,178,12,1817812,0.387566,36.897090,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,178,16,1817816,0.388275,36.897350,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,178,20,1817820,0.387925,36.897235,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,178,23,1817823,0.387910,36.897281,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,179,0,181790,0.387933,36.897266,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,179,4,181794,0.387926,36.897281,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,179,8,181798,0.387941,36.897247,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,179,12,1817912,0.387943,36.897304,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,179,16,1817916,0.388525,36.898025,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,179,20,1817920,0.388991,36.897609,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,179,23,1817923,0.389033,36.897598,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,180,0,181800,0.389023,36.897609,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,180,4,181804,0.389008,36.897636,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,180,8,181808,0.388990,36.897579,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,180,12,1818012,0.388998,36.897666,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,180,16,1818016,0.388680,36.897682,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,180,20,1818020,0.387920,36.897281,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,180,23,1818023,0.387953,36.897300,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,181,0,181810,0.387938,36.897262,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,181,4,181814,0.387898,36.897285,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,181,8,181818,0.387910,36.897224,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,181,12,1818112,0.387143,36.899066,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,181,16,1818116,0.386658,36.898750,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,181,20,1818120,0.386634,36.898761,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,181,23,1818123,0.386705,36.898769,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,182,0,181820,0.386685,36.898769,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,182,4,181824,0.386705,36.898799,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,182,8,181828,0.386691,36.898716,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,182,12,1818212,0.386653,36.898780,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,182,16,1818216,0.386461,36.898601,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,182,20,1818220,0.386473,36.898639,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,182,23,1818223,0.386485,36.898597,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,183,0,181830,0.386465,36.898597,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,183,4,181834,0.386463,36.898654,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,183,8,181838,0.386430,36.898578,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,183,12,1818312,0.385913,36.898601,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,183,16,1818316,0.385186,36.898571,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,183,20,1818320,0.385451,36.898696,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,183,23,1818323,0.385475,36.898647,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,184,0,181840,0.385470,36.898635,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,184,4,181844,0.385426,36.898735,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,184,8,181848,0.385466,36.898620,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,184,12,1818412,0.385425,36.898742,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,184,16,1818416,0.385270,36.898769,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,184,20,1818420,0.385280,36.898769,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,184,23,1818423,0.385310,36.898735,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,185,0,181850,0.385280,36.898742,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,185,4,181854,0.385243,36.898723,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,185,8,181858,0.385298,36.898761,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,185,12,1818512,0.384585,36.899784,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,185,16,1818516,0.383441,36.901050,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,185,20,1818520,0.383441,36.901077,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,185,23,1818523,0.383483,36.901023,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,186,0,181860,0.383470,36.901031,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,186,4,181864,0.383420,36.901042,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,186,8,181868,0.383468,36.901001,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,186,12,1818612,0.383358,36.901096,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,186,16,1818616,0.383576,36.901115,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,186,20,1818620,0.383571,36.901107,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,186,23,1818623,0.383590,36.901115,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,187,0,181870,0.383591,36.901126,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,187,4,181874,0.383575,36.901115,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,187,8,181878,0.383629,36.901058,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,187,12,1818712,0.383533,36.901138,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,187,16,1818716,0.383643,36.901172,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,187,20,1818720,0.383838,36.901138,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,187,23,1818723,0.383781,36.901165,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,188,0,181880,0.383800,36.901191,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,188,4,181884,0.383796,36.901088,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,188,8,181888,0.383856,36.901184,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,188,12,1818812,0.383821,36.901210,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,188,16,1818816,0.385090,36.902240,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,188,20,1818820,0.384981,36.902492,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,188,23,1818823,0.384953,36.902481,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,189,0,181890,0.384993,36.902549,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,189,4,181894,0.384978,36.902507,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,189,8,181898,0.385008,36.902519,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,189,12,1818912,0.385025,36.902538,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,189,16,1818916,0.384698,36.902359,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,189,20,1818920,0.384691,36.902320,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,189,23,1818923,0.384680,36.902309,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,190,0,181900,0.384690,36.902320,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,190,4,181904,0.384721,36.902359,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,190,8,181908,0.384636,36.902290,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,190,12,1819012,0.384709,36.902328,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,190,16,1819016,0.384606,36.902088,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,190,20,1819020,0.384620,36.902072,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,190,23,1819023,0.384636,36.902080,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,191,0,181910,0.384628,36.902099,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,191,4,181914,0.384575,36.902080,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,191,8,181918,0.384613,36.902053,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,191,12,1819112,0.384354,36.902263,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,191,16,1819116,0.383995,36.905399,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,191,20,1819120,0.383983,36.905399,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,191,23,1819123,0.383996,36.905387,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
,18,192,0,181920,0.384016,36.905399,gps,Stigmochelys pardalis,41711,Charlie,Petticord_Thesis,,,,,,,,,,,,,,,,,
